,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step2_isol,step2_unsupp,step3_isol,step3_unsupp,step4_isol,step4_unsupp,step5_isol,step5_unsupp,step6_isol,step6_unsupp,step7_isol,step7_unsupp,step8_isol,step8_unsupp,step9_isol,step9_unsupp,step10_isol,step10_unsupp,step11_isol,step11_unsupp,step12_isol,step12_unsupp,step13_isol,step13_unsupp,step14_isol,step14_unsupp,step15_isol,step15_unsupp,step16_isol,step16_unsupp,step17_isol,step17_unsupp,step18_isol,step18_unsupp,step19_isol,step19_unsupp,step20_isol,step20_unsupp,step21_isol,step21_unsupp,step22_isol,step22_unsupp,step23_isol,step23_unsupp,step24_isol,step24_unsupp,step25_isol,step25_unsupp,step26_isol,step26_unsupp,step27_isol,step27_unsupp,step28_isol,step28_unsupp,step29_isol,step29_unsupp,step30_isol,step30_unsupp,step31_isol,step31_unsupp,step32_isol,step32_unsupp,step33_isol,step33_unsupp,step34_isol,step34_unsupp,step35_isol,step35_unsupp,step36_isol,step36_unsupp,step37_isol,step37_unsupp,step38_isol,step38_unsupp,step39_isol,step39_unsupp,step40_isol,step40_unsupp,step41_isol,step41_unsupp,step42_isol,step42_unsupp,step43_isol,step43_unsupp
85,22,0.04,217,300,0,0,0,520,20,5,0.689312407,0,0.356478195,0,1.446666667,0,14,0,0,0,0,512,3,6,16,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,22,0.04,217,300,0,0,0,455,85,6,0.689312407,0,0,0,1.446666667,0,160.5,0,0,0,0,363,22,73,59,16,3,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,22,0.04,217,300,0,0,0,470,70,6,0.689312407,0,0,0,1.446666667,0,160.5,0,0,0,0,363,18,80,47,24,1,1,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,23,0.04,219,300,0,0,0,522,18,4,0.663739712,0,0.35188481,0,1.46,0,15,0,0,0,0,520,4,0,14,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,23,0.04,219,300,0,0,0,522,18,4,0.663739712,0,0.35188481,0,1.46,0,15,0,0,0,0,520,1,0,17,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,23,0.04,219,300,0,0,0,409,131,5,0.663739712,0,0.004038179,0,1.46,0,175.5,0,0,0,0,356,22,21,102,32,1,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,23,0.04,219,300,0,0,0,419,121,5,0.663739712,0,0.004038179,0,1.46,0,175.5,0,0,0,0,356,18,27,99,32,2,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,24,0.04,223.5,300,0,0,0,520,20,3,0.680228441,0,0.331903855,0,1.49,0,12.5,0,0,0,0,516,3,4,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,24,0.04,223.5,300,0,0,0,518,22,3,0.680228441,0,0.331903855,0,1.49,0,12.5,0,0,0,0,516,4,2,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,24,0.04,223.5,300,0,0,0,459,81,5,0.680228441,0,0.00307377,0,1.49,0,163,0,0,0,0,287,31,146,41,23,9,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,24,0.04,223.5,300,0,0,0,426,114,6,0.680228441,0,0.00307377,0,1.49,0,163,0,0,0,0,287,27,88,80,48,2,2,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,25,0.04,223,300,0,0,0,516,24,3,0.676418986,0,0.388128905,0,1.486666667,0,12,0,0,0,0,516,2,0,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,25,0.04,223,300,0,0,0,521,19,3,0.676418986,0,0.388128905,0,1.486666667,0,12,0,0,0,0,516,5,5,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,25,0.04,223,300,0,0,0,405,135,6,0.676418986,0,0,0,1.486666667,0,172,0,0,0,0,299,23,42,100,61,5,1,7,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,25,0.04,223,300,0,0,0,394,146,6,0.676418986,0,0,0,1.486666667,0,172,0,0,0,0,299,21,31,113,61,2,1,10,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,26,0.04,204.5,300,0,0,0,519,21,3,0.681566769,0,0.318598076,0,1.363333333,0,10.5,0,0,0,0,519,0,0,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,26,0.04,204.5,300,0,0,0,521,19,4,0.681566769,0,0.318598076,0,1.363333333,0,10.5,0,0,0,0,519,3,0,16,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,26,0.04,204.5,300,0,0,0,451,89,6,0.681566769,0,0.003318584,0,1.363333333,0,113.5,0,0,0,0,373,17,50,69,26,2,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,26,0.04,204.5,300,0,0,0,430,110,5,0.681566769,0,0.003318584,0,1.363333333,0,113.5,0,0,0,0,373,17,21,90,34,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,27,0.04,205.5,300,0,0,0,519,21,3,0.692546407,0,0.290146501,0,1.37,0,10.5,0,0,0,0,519,2,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,27,0.04,205.5,300,0,0,0,522,18,3,0.692546407,0,0.290146501,0,1.37,0,10.5,0,0,0,0,519,2,3,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,27,0.04,205.5,300,0,0,0,455,85,5,0.692546407,0,0.007282648,0,1.37,0,162.5,0,0,0,0,364,19,69,62,21,2,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,27,0.04,205.5,300,0,0,0,472,68,7,0.692546407,0,0.007282648,0,1.37,0,162.5,0,0,0,0,364,19,85,45,20,2,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,28,0.04,208,300,0,0,0,522,18,3,0.670104624,0,0.287837997,0,1.386666667,0,11.5,0,0,0,0,517,5,5,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,28,0.04,208,300,0,0,0,519,21,4,0.670104624,0,0.287837997,0,1.386666667,0,11.5,0,0,0,0,517,0,0,21,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,28,0.04,208,300,0,0,0,471,69,5,0.670104624,0,0.007330247,0,1.386666667,0,156,0,0,0,0,368,17,89,48,14,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,28,0.04,208,300,0,0,0,464,76,5,0.670104624,0,0.007330247,0,1.386666667,0,156,0,0,0,0,368,17,79,51,16,6,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,29,0.04,212.5,300,0,0,0,526,14,3,0.685002235,0,0.334851596,0,1.416666667,0,9,0,0,0,0,522,5,4,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,29,0.04,212.5,300,0,0,0,525,15,3,0.685002235,0,0.334851596,0,1.416666667,0,9,0,0,0,0,522,4,3,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,29,0.04,212.5,300,0,0,0,439,101,5,0.685002235,0,0,0,1.416666667,0,147,0,0,0,0,362,20,54,76,23,2,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,29,0.04,212.5,300,0,0,0,434,106,5,0.685002235,0,0,0,1.416666667,0,147,0,0,0,0,362,17,49,83,20,6,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,30,0.04,209.5,300,0,0,0,521,19,4,0.673581683,0,0.331063353,0,1.396666667,0,12.5,0,0,0,0,519,3,0,16,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,30,0.04,209.5,300,0,0,0,519,21,3,0.673581683,0,0.331063353,0,1.396666667,0,12.5,0,0,0,0,519,1,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,30,0.04,209.5,300,0,0,0,456,84,5,0.673581683,0,0,0,1.396666667,0,131.5,0,0,0,0,396,11,46,71,14,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,30,0.04,209.5,300,0,0,0,436,104,5,0.673581683,0,0,0,1.396666667,0,131.5,0,0,0,0,396,16,23,84,16,2,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,31,0.0407,240,300,0,0,0,526,14,4,0.69761476,0,0.373526854,0,1.6,0,14.5,0,0,0,0,519,1,5,13,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,31,0.0407,240,300,0,0,0,521,19,3,0.69761476,0,0.373526854,0,1.6,0,14.5,0,0,0,0,519,2,2,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,31,0.0407,240,300,0,0,0,399,141,7,0.69761476,0,0.006162465,0,1.6,0,189.5,0,0,0,0,236,28,58,97,92,5,11,9,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,31,0.0407,240,300,0,0,0,406,134,6,0.69761476,0,0.006162465,0,1.6,0,189.5,0,0,0,0,236,30,56,88,108,3,0,13,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,32,0.0407,228,300,0,0,0,520,20,3,0.684096837,0,0.309089179,0,1.52,0,12.5,0,0,0,0,515,3,5,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,32,0.0407,228,300,0,0,0,517,23,3,0.684096837,0,0.309089179,0,1.52,0,12.5,0,0,0,0,515,4,2,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,32,0.0407,228,300,0,0,0,397,143,7,0.684096837,0,0,0,1.52,0,187,0,0,0,0,261,23,27,106,105,2,2,11,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,32,0.0407,228,300,0,0,0,407,133,5,0.684096837,0,0,0,1.52,0,187,0,0,0,0,261,31,74,96,67,6,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,33,0.0407,247,300,0,0,0,521,19,3,0.689783441,0,0.428734629,0,1.646666667,0,13,0,0,0,0,519,2,2,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,33,0.0407,247,300,0,0,0,521,19,5,0.689783441,0,0.428734629,0,1.646666667,0,13,0,0,0,0,519,2,0,15,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,33,0.0407,247,300,0,0,0,399,141,6,0.689783441,0,0,0,1.646666667,0,195,0,0,0,0,233,36,67,93,95,5,3,7,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,33,0.0407,247,300,0,0,0,412,128,6,0.689783441,0,0,0,1.646666667,0,195,0,0,0,0,233,30,88,86,87,6,2,6,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,34,0.0407,232,300,0,0,0,521,19,5,0.682233932,0,0.320422443,0,1.546666667,0,12,0,0,0,0,516,3,3,14,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,34,0.0407,232,300,0,0,0,516,24,3,0.682233932,0,0.320422443,0,1.546666667,0,12,0,0,0,0,516,2,0,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,34,0.0407,232,300,0,0,0,392,148,5,0.682233932,0,0,0,1.546666667,0,185.5,0,0,0,0,278,25,28,111,86,0,0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,34,0.0407,232,300,1,3,4,402,134,5,0.682233932,0.592339262,0,0,1.546666667,0.006666667,185.5,2,nan,0.435390214,0.435390214,278,23,53,95,69,6,2,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,35,0.0407,214,300,0,0,0,521,19,3,0.673554295,0,0.362520219,0,1.426666667,0,10,0,0,0,0,521,4,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,35,0.0407,214,300,0,0,0,523,17,4,0.673554295,0,0.362520219,0,1.426666667,0,10,0,0,0,0,521,1,0,16,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,35,0.0407,214,300,0,0,0,439,101,5,0.673554295,0,0,0,1.426666667,0,171.5,0,0,0,0,286,25,107,68,42,8,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,35,0.0407,214,300,0,0,0,390,150,5,0.673554295,0,0,0,1.426666667,0,171.5,0,0,0,0,286,24,33,116,71,2,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,36,0.0407,239,300,0,0,0,522,18,3,0.685222152,0,0.337073723,0,1.593333333,0,12.5,0,0,0,0,517,1,5,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,36,0.0407,239,300,0,0,0,517,23,3,0.685222152,0,0.337073723,0,1.593333333,0,12.5,0,0,0,0,517,0,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,36,0.0407,239,300,0,0,0,385,155,6,0.685222152,0,0.004439891,0,1.593333333,0,194.5,0,0,0,0,244,33,51,109,87,4,1,9,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,36,0.0407,239,300,0,0,0,383,157,5,0.685222152,0,0.004439891,0,1.593333333,0,194.5,0,0,0,0,244,33,64,110,75,6,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,37,0.0407,242,300,0,0,0,515,25,3,0.656520085,0,0.428938543,0,1.613333333,0,13.5,0,0,0,0,515,2,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,37,0.0407,242,300,0,0,0,517,23,3,0.656520085,0,0.428938543,0,1.613333333,0,13.5,0,0,0,0,515,1,2,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,37,0.0407,242,300,0,0,0,386,154,6,0.656520085,0,0.001068783,0,1.613333333,0,193,0,0,0,0,223,33,43,98,107,8,8,15,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,37,0.0407,242,300,0,0,0,372,168,9,0.656520085,0,0.001068783,0,1.613333333,0,193,0,0,0,0,223,34,28,112,116,0,0,17,3,0,0,3,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,38,0.0407,216.5,300,0,0,0,522,18,4,0.698961398,0,0.310459586,0,1.443333333,0,11.5,0,0,0,0,517,2,3,16,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,38,0.0407,216.5,300,0,0,0,524,16,3,0.698961398,0,0.310459586,0,1.443333333,0,11.5,0,0,0,0,517,2,7,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,38,0.0407,216.5,300,0,0,0,400,140,5,0.698961398,0,0.003478964,0,1.443333333,0,169,0,0,0,0,308,16,41,112,51,2,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,38,0.0407,216.5,300,0,0,0,441,99,6,0.698961398,0,0.003478964,0,1.443333333,0,169,0,0,0,0,308,23,90,70,40,2,2,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,39,0.0407,217,300,0,0,0,510,30,3,0.693293032,0,0.334952147,0,1.446666667,0,16,0,0,0,0,508,6,2,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,39,0.0407,217,300,0,0,0,511,29,4,0.693293032,0,0.334952147,0,1.446666667,0,16,0,0,0,0,508,4,1,25,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,39,0.0407,217,300,0,0,0,444,96,5,0.693293032,0,0.009191884,0,1.446666667,0,159.5,0,0,0,0,314,26,105,63,25,5,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,39,0.0407,217,300,0,0,0,453,87,5,0.693293032,0,0.009191884,0,1.446666667,0,159.5,0,0,0,0,314,24,107,58,30,2,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,40,0.0407,215.5,300,0,0,0,518,22,3,0.689710599,0,0.343006305,0,1.436666667,0,14.5,0,0,0,0,511,6,7,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,40,0.0407,215.5,300,0,0,0,513,27,4,0.689710599,0,0.343006305,0,1.436666667,0,14.5,0,0,0,0,511,1,0,26,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,40,0.0407,215.5,300,0,0,0,385,155,6,0.689710599,0,0.004635236,0,1.436666667,0,169,0,0,0,0,271,27,45,117,63,7,5,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,40,0.0407,215.5,300,0,0,0,386,154,5,0.689710599,0,0.004635236,0,1.436666667,0,169,0,0,0,0,271,24,30,117,85,1,0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,41,0.0407,242.5,300,0,0,0,514,26,4,0.70134072,0,0.317028205,0,1.616666667,0,14,0,0,0,0,512,1,0,25,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,41,0.0407,242.5,300,0,0,0,518,22,3,0.70134072,0,0.317028205,0,1.616666667,0,14,0,0,0,0,512,3,6,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,41,0.0407,242.5,300,0,0,0,394,146,5,0.70134072,0,0,0,1.616666667,0,204.5,0,0,0,0,189,43,48,91,149,3,8,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,41,0.0407,242.5,300,0,0,0,416,124,6,0.70134072,0,0,0,1.616666667,0,204.5,0,0,0,0,189,37,130,64,84,12,10,9,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,42,0.0407,221.5,300,0,0,0,522,18,4,0.672109608,0,0.307352582,0,1.476666667,0,12.5,0,0,0,0,515,3,6,15,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,42,0.0407,221.5,300,0,0,0,521,19,4,0.672109608,0,0.307352582,0,1.476666667,0,12.5,0,0,0,0,515,3,4,16,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,42,0.0407,221.5,300,0,0,0,429,111,5,0.672109608,0,0.004623906,0,1.476666667,0,180.5,0,0,0,0,277,24,103,74,48,5,1,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,42,0.0407,221.5,300,0,0,0,444,96,5,0.672109608,0,0.004623906,0,1.476666667,0,180.5,0,0,0,0,277,26,111,55,54,11,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,43,0.0407,238,300,0,0,0,515,25,4,0.685119682,0,0.394323671,0,1.586666667,0,13.5,0,0,0,0,513,2,0,23,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,43,0.0407,238,300,0,0,0,518,22,4,0.685119682,0,0.394323671,0,1.586666667,0,13.5,0,0,0,0,513,1,3,21,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
