28,0.03,340.5,500,0,0,0,867,33,3,0.692169617,0,0.356443356,0,1.362,0,17,0,0,0,0,866,3,1,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.03,340.5,500,0,0,0,875,25,3,0.692169617,0,0.356443356,0,1.362,0,17,0,0,0,0,866,4,9,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.03,340.5,500,0,0,0,748,152,5,0.692169617,0,0.000483729,0,1.362,0,253.5,0,0,0,0,650,19,77,129,19,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.03,340.5,500,0,0,0,788,112,6,0.692169617,0,0.000483729,0,1.362,0,253.5,0,0,0,0,650,31,120,76,16,4,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.03,352,500,0,0,0,874,26,3,0.684201629,0,0.353453164,0,1.408,0,15,0,0,0,0,874,3,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.03,352,500,0,0,0,874,26,3,0.684201629,0,0.353453164,0,1.408,0,15,0,0,0,0,874,2,0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.03,352,500,0,0,0,752,148,6,0.684201629,0,0,0,1.408,0,236,0,0,0,0,548,46,157,96,43,5,3,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.03,352,500,0,0,0,762,138,6,0.684201629,0,0,0,1.408,0,236,0,0,0,0,548,35,163,95,48,4,2,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.03,364,500,0,0,0,864,36,3,0.685587431,0,0.294726997,0,1.456,0,19,0,0,0,0,862,3,2,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.03,364,500,0,0,0,868,32,4,0.685587431,0,0.294726997,0,1.456,0,19,0,0,0,0,862,3,5,29,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.03,364,500,0,0,0,763,137,5,0.685587431,0,0,0,1.456,0,257.5,0,0,0,0,568,34,157,96,37,5,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.03,364,500,0,0,0,754,146,5,0.685587431,0,0,0,1.456,0,257.5,0,0,0,0,568,42,147,98,35,6,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.0305,347,500,0,0,0,881,19,4,0.69522956,0,0.311368841,0,1.388,0,12,0,0,0,0,877,3,2,16,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.0305,347,500,0,0,0,878,22,3,0.69522956,0,0.311368841,0,1.388,0,12,0,0,0,0,877,1,1,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.0305,347,500,0,0,0,805,95,5,0.69522956,0,0,0,1.388,0,211.5,0,0,0,0,660,31,130,59,14,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
